display_reference,title,area,location,ontap_geo_cluster,assessable_market,in_uk_market_universe,jobg8_classification,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_minimum_estimate,annualised_maximum_estimate,description_annualised_maximum_estimate,salary_evidence_source,salary_bucket,discovery_source,description_signal_count,description_signals,provisional_decision,provisional_reason,description_excerpt,content_dedupe_key,dedupe_key,is_duplicate,is_content_duplicate
23643_225570930,Administrator,Witney,Oxfordshire,Oxfordshire,Oxfordshire,YES,Administration,30000.00,34000.00,Annual,30000.0,34000.0,,structured,£30k–£40k,DESCRIPTION,2,warehouse management system; stock control,BORDERLINE,description-led family signal needs advert review,"<p><br>We are seeking a highly motivated and organised Administrator to join a growing business in Witney. This role is key to ensuring smooth communication with customers while supporting the day-to-day administrative functions of a busy warehouse operation. <br> <br>Hours of work are 12 midday to 9pm Monday to Friday (Our client would also consider 11am-8pm or 1pm-10pm)</p><p><br>You will be responsible for handling customer interactions professionally and efficiently, while also managing stock-related administration to support operational excellence. <br>This is an excellent opportunity for someone who thrives in a fast-paced environment and enjoys working both independently and as part o",db46511514a522b4,ref:23643_225570930,False,False
23643_225571115,Dispatch Administrator,Forfar,Angus,Scotland Central - Tayside,Scotland Central - Tayside,YES,Administration,15.27,15.27,Hourly,29776.5,29776.5,,structured,£25k–£30k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Dispatch Administrator</strong></p><p><strong>Location:</strong> Forfar<br> <strong>Contract Type:</strong> Temporary Assignment with Potential Extension or Permanent <br> <strong>Hours:</strong> 37.5 Hours per Week<br> <strong>Shift Pattern:</strong> Monday to Friday, Day Shift (Flexible Start and Finish Times)<br> <strong>Pay Rate:</strong> 15.27 per Hour<br> <strong>Start Date:</strong> Immediate Start Available (Subject to Successful Interview)</p><p> </p><p><strong>Experienced Dispatch Administrator Required</strong></p><p>Are you an experienced Dispatch Administrator looking for your next opportunity?</p><p>We are recruiting on behalf of our client for a Dispatch Administrat",b4ffab95b2200537,ref:23643_225571115,False,False
23643_225573812,Logistics Assistant Italian Speaking,City,London,London,London,YES,Administration,30000.00,40000.00,Annual,30000.0,40000.0,,structured,£30k–£40k,TITLE,2,logistics administration; shipping documentation,LIKELY_IN,family title is a strong inclusion signal,"<p>Your New CompanyA well-established international organisation is seeking an organised and proactive Logistics Assistant to join its growing team. Operating in a fast-paced global environment, the business offers excellent career development opportunities and exposure to international operations, administration and supply chain activities.<br>Your New RoleAs a Logistics Assistant, you will play a key role in supporting the day-to-day administration and coordination of international logistics activities. This position is heavily focused on administration, document management, tracking information, stakeholder communication and maintaining accurate records across multiple locations.<br>Key r",ea6cd6fd68c2b64b,ref:23643_225573812,False,False
107888499,Road Logistics Sales Account Manager,Dartford,Kent,Kent,Kent,YES,Sales & Marketing,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Are you passionate about sales and looking to make a real impact in the world of logistics? Were seeking a dynamic Freight Account Manager to join our market-leading International Road Logistics team. If you're driven to win new business, deliver exceptional service, and help our clients thrive, we want to hear from you! Apply now to take your career to the next level with a company that values gr click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aziU08XVyREU6T0sUpTMYqEhsdlrSVDnd"" width=""0"" height=""0"" />",aa3e3f6aed90e86f,ref:107888499,False,False
107869804,Transport Late Shift Supervisor,Alfreton,Derbyshire,East Midlands,East Midlands,NO,Administration,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p><strong>Transport Shift Supervisor - Alfreton, Derbyshire</strong></p><p>People Solutions are currently recruiting for an <strong>Transport Shift Supervisor</strong> to join our well-established client based at<strong> Alfreton, Derbyshire.</strong></p><p>This is a fantastic opportunity offering excellent rates of pay, consistent Sunday to Thursday work, and long-term opportunities with the potential to secure a permanent position click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?QHpHeWTcrP4st7pj%2bdjG0ExjwvJk1alRy"" width=""0"" height=""0"" />",35365c28f84f4794,ref:107869804,False,False
1857363,Events Logistics & Show Operations Specialist,Milton Keynes,Buckinghamshire,Buckinghamshire,Buckinghamshire,YES,Sales & Marketing,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Company description:</p> <p>SGB</p> <p>Job description:</p> <p><strong>Events Logistics & Show Operations specialist (C+E Licence required)</strong></p> <p><strong>Location: </strong>Milton Keynes (Hybrid) with regular travel for events</p> <p><strong>Working hours: </strong>Monday to Friday (8.45 - 5pm) with occasional weekend event working.</p> <p><strong>Salary:</strong> From £40,000 + Car + an excellent benefits package including:</p> <p></p> <p>• In-house training provided to support career progression<br />• 25 days holiday + public holidays which increases with service<br />• Competitive employer pension<br />• Discounts on major retail outlets, including groceries<br />• 4x basic ",18906687492d5d48,ref:1857363,False,False
23643_225575909,Transport Scheduler,Little Paxton,Cambridgeshire,Other / Unknown,Other / Unknown,NO,Call Centre / CustomerService,28000.00,30000.00,Annual,28000.0,30000.0,30000.0,structured,£25k–£30k,TITLE,0,,BORDERLINE,description-led family signal needs advert review,"<p><strong>My client based in St Neots is currently recruiting for a Scheduler in their Operations team to join them on a full time permanent basis. </strong>This is a great opportunity for an experienced Scheduler looking to join a busy and supportive transport operation.</p><p><strong>Location:</strong> St Neots<br> <strong>Salary:</strong> £28,000 £30,000 per annum<br> <strong>Hours:</strong> 40 hours per week, Monday to Friday, 8:00am 5:00pm</p><p>We are looking for an organised and proactive <strong>Scheduler</strong> to coordinate daily transport operations, ensuring vehicles, drivers and resources are scheduled efficiently to meet customer requirements.</p><p><strong>Key Responsibilit",b3dfefb85aca8562,ref:23643_225575909,False,False
23643_225574970,Customer Service/Export Co-ordinator,City,Sheffield,Yorkshire - South,Yorkshire - South,YES,Administration,27000.00,29000.00,Annual,27000.0,29000.0,,structured,£25k–£30k,TITLE,1,export documentation,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Customer Service & Export Coordinator</strong><br><strong>Full Time Competitive Salary Office-Based</strong><br><br>Are you an experienced Customer Service professional with export knowledge who enjoys variety, problem-solving and building strong customer relationships?</p><p><br>We are looking for a proactive and organised Customer Service & Export Coordinator to join a busy and growing team. This is a varied role that combines customer service, export administration and operational support, ensuring customers receive an exceptional experience while supporting the smooth movement of products across international markets.<br><br>If you enjoy working in a fast-paced environment, ar",096ae496e69d40a1,ref:23643_225574970,False,False
1871038,"SAP Sales & Distribution Consultant - up to &;110,000 + Bonus",Not Specified,London,London,London,YES,I.T. & Communications,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p><strong>SAP S/4HANA SD Functional Consultant - Professional Services</strong><br /><strong>Salary:</strong> Up to £110,000 + Bonus + Benefits<br /><strong>Location:</strong> Watford or Canary Wharf<br /><strong>Working Pattern:</strong> Hybrid, 2-3 days per week onsite<br /><strong>Job Type:</strong> Permanent<br /><strong>Working Hours:</strong> 40 hours per week, Full Time</p> <p>A globally recognised technology organisation is looking for an experienced SAP S/4HANA SD Functional Consultant to deliver complex SAP transformation programmes within the Professional Services domain.</p> <p>The role of SAP S/4HANA SD Functional Consultant will focus on end-to-end Lead-to-Cash and project-bas",b46670a2fa814214,ref:1871038,False,False
23643_225576937,Export Customer Service Advisor,Ossett,Yorkshire,Yorkshire - West,Yorkshire - West,YES,Call Centre / CustomerService,15.00,18.00,Hourly,29250.0,35100.0,,structured,£30k–£40k,TITLE,1,export documentation,BORDERLINE,description-led family signal needs advert review,"<p>As an Export Customer Service Advisor in Ossett, you'll play a vital role in supporting the smooth flow of international operations within the industrial and manufacturing sector. You'll handle customer queries, process orders, and ensure timely communication to help the business deliver excellent service.</p><p><strong>Client Details</strong></p><p>This role is with a company in the industrial and manufacturing industry, based in Ossett.</p><p><strong>Description</strong></p><ul><li>Manage and process export customer orders efficiently and accurately.</li><li>Respond to customer queries and provide regular updates on orders and deliveries.</li><li>Coordinate with internal teams to ensure",d9ef61d848f862c0,ref:23643_225576937,False,False
23643_225578127,Project Support Administrator,Not Specified,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,Administration,,,Annual,,,,missing,missing/unknown,DESCRIPTION,2,goods in; goods out,OUT_SPECIALIST,specialist/senior title boundary,"<p><strong>Project Support Administrator</strong><br> <br> <strong>Location:</strong> Stockport - SK4<br> <br> <strong>Salary:</strong> Up to £30k (DOE) Annual Discretionary Bonus + Pension</p><p><strong>Job Type:</strong> Full-time, Permanent. Office based<br> <br> Based in <strong>Stockport</strong>, we are a specialist in the <strong>design and build of inspection and simulation machines</strong>. Due to continued growth, we are seeking an experienced Project Support Administrator to join our team in a high impact, evolving role. This role will involve some project support, QC and warehouse administration and would very much suit someone with a can-do attitude who is prepared to make this",8a4b568b2fe7ad23,ref:23643_225578127,False,False
23643_225580445,Warehouse Cleaning Operative,Eaglescliffe,County Durham,North East - County Durham & Darlington/Hartlepool,North East,YES,Real Estate & Property,12.71,13.21,Hourly,24784.5,25759.5,25759.5,structured,£25k–£30k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Westwood Recruitment are recruiting for Warehouse Cleaners for a brand new warehouse delivery facility in Stockton on Tees. This is an exciting opportunity to be apart of a ground-breaking team who will contribute to maintaining high quality hygiene standards within the facility. Candidates will be subjected to a background check before starting work, therefore must be able to pass a DBS.</p> <p><strong>Key Information:</strong></p> <p><strong>Role:</strong> Warehouse Cleaning Operative</p> <p><strong>Type: </strong>Temp to Perm Contract</p> <p><strong>Length:</strong> Minimum 6 weeks</p> <p><strong>Location:</strong> Stockton on Tees, TS18</p> <p><strong>Hours:</strong> <strong>All Shift",119b63d9de534c35,ref:23643_225580445,False,False
23643_225580371,Customer Supply Chain Administrator,Chirk,Clwyd,Other / Unknown,Other / Unknown,NO,Administration,14.88,14.88,Hourly,29016.0,29016.0,29016.0,structured,£25k–£30k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong> Customer Supply Chain Administrator </strong></p><p><strong>£14.88 per hour</strong></p><p><strong>Part Time, 22.5 Hours per Week</strong></p><p><strong>Chirk</strong></p><p><strong>Temporary Position with Permanent Opportunities</strong></p><p>An organised and customer-focused <strong>Customer Supply Chain Administrator</strong> is required to support a busy supply chain and customer service team. This role involves processing customer orders, managing customer enquiries, maintaining accurate records, and ensuring the smooth coordination of supply chain activities while delivering excellent customer service.</p><p><strong> Responsibilities of the Customer Supply Chain Administra",edbcdda84d7552e9,ref:23643_225580371,False,False
23643_225581869,Operations Administrator - Stock & Logistics,Sandhills,Staffordshire,Staffordshire,Staffordshire,YES,Administration,30000.00,35000.00,Annual,30000.0,35000.0,,structured,£30k–£40k,TITLE,0,,BORDERLINE,title needs advert-context review,"<p><strong>Stock & Purchasing Coordinator / Operations Assistanrt<br> East Leeds - Hybrid working available after probation</strong><br> <strong> 30,000 - 35,000 Permanent Monday - Friday, 8.30am - 5pm</strong></p> <p>A well-established and growing business is looking for a <strong>Stock & Purchasing Coordinator</strong> to join its Operations team.</p> <p>This is a varied role combining stock administration, purchasing, supplier management, order processing and logistics coordination. You'll be responsible for keeping stock information accurate, monitoring orders and deliveries, resolving queries and working closely with internal teams and external suppliers.</p> <p>The role would suit an e",e610383be5ffa4c6,ref:23643_225581869,False,False
23643_225581844,"Operations Assistant - Stock, Purchasing & Logistics",City,Leeds,Yorkshire - West,Yorkshire - West,YES,Administration,30000.00,35000.00,Annual,30000.0,35000.0,,structured,£30k–£40k,TITLE,0,,BORDERLINE,title needs advert-context review,"<p><strong>Stock & Purchasing Coordinator / Operations Assistanrt<br> East Leeds LS14 - Hybrid working available after probation</strong><br> <strong> 30,000 - 35,000 Permanent Monday - Friday, 8.30am - 5pm</strong></p> <p>A well-established and growing business is looking for a <strong>Stock & Purchasing Coordinator</strong> to join its Operations team.</p> <p>This is a varied role combining stock administration, purchasing, supplier management, order processing and logistics coordination. You'll be responsible for keeping stock information accurate, monitoring orders and deliveries, resolving queries and working closely with internal teams and external suppliers.</p> <p>The role would suit",5df39ab9985e3569,ref:23643_225581844,False,False
23643_225580495,Business Development Manager (Freight Operations),Tamworth,Staffordshire,Staffordshire,Staffordshire,YES,I.T. & Communications,70000.00,80000.00,Annual,70000.0,80000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p><strong>Business Development Manager (Freight Operations) </strong></p><p><strong>Tamworth</strong></p><p><strong> 70,000 - 80,000 + Bonus + Training + Progression + Benefits </strong></p><p>Are you a Business Development Manager or similar, with a background in freight operations, looking for a highly autonomous role within a leading global logistics business? </p><p>Are you looking to join an incredibly supportive company who prioritise employee progression and development, offering impressive inhouse training from industry experts? </p><p>In this role, you will be responsible for new business development and lead generation through cold calling/prospecting, identifying potential custom",2efa06609d2a1e36,ref:23643_225580495,False,False
23643_225580482,Business Development Manager (Freight Operations),City,Manchester,Greater Manchester - Manchester & Salford,Greater Manchester - Manchester & Salford,YES,I.T. & Communications,70000.00,80000.00,Annual,70000.0,80000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p><strong>Business Development Manager (Freight Operations) </strong></p><p><strong>Manchester</strong></p><p><strong> 70,000 - 80,000 + Bonus + Training + Progression + Benefits </strong></p><p>Are you a Business Development Manager or similar, with a background in freight operations, looking for a highly autonomous role within a leading global logistics business? </p><p>Are you looking to join an incredibly supportive company who prioritise employee progression and development, offering impressive inhouse training from industry experts? </p><p>In this role, you will be responsible for new business development and lead generation through cold calling/prospecting, identifying potential cust",2b49475c6f976d34,ref:23643_225580482,False,False
23643_225580470,Business Development Manager (Freight Operations),Staines,Middlesex,Surrey,Surrey,YES,I.T. & Communications,70000.00,80000.00,Annual,70000.0,80000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<p><strong>Business Development Manager (Freight Operations) </strong></p><p><strong>Heathrow </strong></p><p><strong> 70,000 - 80,000 + Bonus + Training + Progression + Benefits </strong></p><p>Are you a Business Development Manager or similar, with a background in freight operations, looking for a highly autonomous role within a leading global logistics business? </p><p>Are you looking to join an incredibly supportive company who prioritise employee progression and development, offering impressive inhouse training from industry experts? </p><p>In this role, you will be responsible for new business development and lead generation through cold calling/prospecting, identifying potential custo",0ca6b642f98c6905,ref:23643_225580470,False,False
1835943,Property Inspector Inventory Clerk,Not Specified,London,London,London,YES,Real Estate & Property,30000.00,35000.00,Annual,30000.0,35000.0,,structured,£30k–£40k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Property Inspector / Inventory Clerk - £30,000 - £35,000 </strong></p> <p>Limited Company or directly employed permanently.</p> <p>Join a leading independent inventory company carrying out detailed inspections of rental properties across East and South East London area.</p> <p>The role </p><ul> <li>Inspect properties before and after tenancies</li> <li>Compile clear digital inventory, check-in/check-out and mid-term reports on an iPad</li> <li>Dictate accurate descriptions and take evidential photos</li> <li>Liaise with agents, landlords and tenants, including key handovers</li> </ul> <p>You </p><ul> <li>Proven experience as an inventory clerk or strong residential lettings backgr",06aee4c2ba56098f,ref:1835943,False,False
1774664,Lettings Inspector & Inventory Clerk,Whitley Bay,Tyne And Wear,"North East - Tyneside, Wearside & Northumberland",North East,YES,Retail & Consumer Products,25500.00,27000.00,Annual,25500.0,27000.0,27000.0,structured,£25k–£30k,TITLE,0,,LIKELY_IN,family title is a strong inclusion signal,"<p><strong>Lettings Inspector & Inventory Clerk</strong></p> <p><strong>Location:</strong> Whitley Bay<br /><strong>Salary:</strong> £25,500 - £27,000 per annum<br /><strong>Hours:</strong> Monday to Friday, 9:00am - 5:00pm<br /><strong>Contract:</strong> Full Time, Permanent<br /><strong>Office Based with local travel</strong></p> <p><strong>Job Summary</strong></p> <p>We are seeking an Inventory Clerk to join our busy residential lettings team. The job would involve carrying out detailed property inventories, periodic inspections, and check-out appointments for residential rental properties. The role ensures that accurate, impartial, and comprehensive reports are produced, helping to prote",86723aded3a14c20,ref:1774664,False,False
1881274,Freight Business Development Manager,Liverpool,Merseyside,Merseyside - Liverpool,Merseyside - Liverpool,YES,I.T. & Communications,,,Annual,,,,missing,missing/unknown,TITLE,1,freight forwarding,OUT_SPECIALIST,specialist/senior title boundary,"<p>Freight Business Development Manager</p> <p><strong>Location:</strong> North West / Hybrid Field-Based<br /><strong>Salary:</strong> Competitive DOE + Uncapped Bonus + Benefits</p> <p>Reed is delighted to be recruiting on behalf of a growing and ambitious logistics business for an experienced Freight Business Development Manager.</p> <p>This is an excellent opportunity for a driven sales professional with experience in freight, transport, courier, pallet network, or logistics services to join a business that is investing in growth and expanding its customer base across the UK and Europe.</p> <p>The successful candidate will play a key role in securing new business, developing long-term cu",6528ef0938681e17,ref:1881274,False,False
107961622,Export Sales Manager - Distribution,Edinburgh,Midlothian,Scotland Central - Edinburgh & Lothians,Scotland Central - Edinburgh & Lothians,YES,Sales & Marketing,60000.00,60000.00,Annual,60000.0,60000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<b>Export Sales Manager - Distribution</b> <p>Edinburgh (Hybrid) £58,000-£64,000 basic + bonus (target c.15%)</p> <b>THE CLIENT</b> <p>Our client is an established UK manufacturer with a distinctive, technically engineered product that's exported internationally, sold almost entirely through a network of distributors and resale partners across Europe rather than direct to end users click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?iZmgAWfngDywOFuMObbJTWmROEkXZmUIf"" width=""0"" height=""0"" />",1db99d095d194553,ref:107961622,False,False
107916358,Plant Operations and UK Logistics Finance Business Partner,Peterborough,Cambridgeshire,Cambridgeshire,Cambridgeshire,YES,Banking & Financial Services,,,Annual,,,,missing,missing/unknown,TITLE,0,,BORDERLINE,description-led family signal needs advert review,"<p><b> Scope of the Role: </b></p><p><b> <br /> </b></p><p> The Peterborough Operations and UK Logistics Business Partner will be responsible for providing financial leadership and strategic partnership across McCormicks UK Manufacturing facility in Peterborough and UK Logistics operations. This includes oversight and execution of financial analysis and accounting for Manufacturing, Engineering, Planning, and Manufacturing CCI, as well as click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?MQiKzVwZdh0lKhlh67x7qZ9yI%2bRsLwrhu"" width=""0"" height=""0"" />",3e0afb136af0caa0,ref:107916358,False,False
107952293,"Recruitment Manager Industrial, Warehousing & Logistics HOT DESK",Bristol,Somerset,Bristol & Bath,Bristol & Bath,YES,HR / Recruitment,,,Annual,,,,missing,missing/unknown,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p> <b>Recruitment Manager Industrial, Warehousing & Logistics HOT DESK </b> </p><p><b>Location:</b> Bristol City Centre<br /><b>Commission:</b> Uncapped (Current desk is generating £700-£1000 commission pm, this will be inherited) <br /><b>Working pattern:</b> Monday to Friday<br /><b>Start:</b> ASAP</p><p>MDE Group is looking for an experienced Warehousing, Logistics or Industrial recruitment professional to take ownership of an established temporary recruitment d click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaIMdU0BD8Sv3zPdX%2f44FIEVmo"" width=""0"" height=""0"" />",5f7285f2b96fc7df,ref:107952293,False,False
107964887,Transport Account Manager,Not Specified,Birmingham,West Midlands - Birmingham & Solihull,West Midlands - Birmingham & Solihull,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p>Transport Account Manager <br>Location: Aston, Birmingham <br>Salary: Up to £35,000 basic + £7,000 car allowance or company car + bonus <br>Hours: Monday to Friday, 7:00am - 5:00pm <br>Transport experience. Customer focus. Ambition to progress. <br>Are you ready to take your transport career to the next level? <br>We're looking for a high-energy, ambitious Transport Account Manager to take ownership of a key client relat click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?eq2PR%2bX5ctxBrSYfeqWEkcFM718Lr3ZAp"" width=""0"" height=""0"" />",986ce384dde45acc,ref:107964887,False,False
107628722,Technical Sales Executive Warehouse Loading Bay Systems,City,London,London,London,YES,Sales & Marketing,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,OUT_SPECIALIST,specialist/senior title boundary,"<p><b> Technical Sales Executive Warehouse Loading Bay Systems </b></p><p>Job Title: Technical Sales Executive Warehouse Loading Bay Systems</p><p>Job Reference Number: -26139</p><p>Industry Sector: Technical Sales, Sales Support, Senior Sales, Technical Support, Customer Service Representative, Warehousing, 3PL, Industrial, Food & Beverage, Distribution Centres, Retail, Safety, Logistics, Industrial Door Installers, click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?UzhMt9n%2bTsSx5xQgoN4EMdVTGHl%2bSGDlm"" width=""0"" height=""0"" />",ea3196ff8076396a,ref:107628722,False,False
107909389,Business Development Manager - Freight Forwarding,Folkestone,Kent,Kent,Kent,YES,I.T. & Communications,,,Annual,,,,missing,missing/unknown,TITLE,1,freight forwarding,OUT_SPECIALIST,specialist/senior title boundary,"<strong>Business Development Manager Freight Forwarding & Logistics Sales</strong> <p><strong>Location:</strong> Folkestone, Kent<br /><strong>Salary:</strong><strong>Competitive Salary + Commission + Car Allowance</strong><br /><strong>Job Type:</strong> Full-time, Permanent<br /><strong>Schedule:</strong><strong>MondayFriday Hybrid Working 40hrs per week</strong></p> <strong>About the Role</strong> <p>We are recruiting for an experienced <strong>Business Development Manager</strong> to join an established <strong>multimodal freight forwarding and logistics business</strong> based in the click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?gZ0pd2TJz0JKefRsnQ3sRqUf4u",3b2e8bcf49871261,ref:107909389,False,False
23643_225594261,Customer Service & Logistics Executive,Not Specified,London,London,London,YES,Retail & Consumer Products,40000.00,40000.00,Annual,40000.0,40000.0,,structured,£30k–£40k,TITLE,0,,BORDERLINE,description-led family signal needs advert review,"<p><strong>Customer Service & Logistics Executive Retail Central London 40k</strong></p><p>FTC 9-12 months, Hybrid working (Friday Working From Home)</p><p>I'm partnering with a fast-growing luxury brand to appoint a Customer Service & Logistics Executive.</p><p>The business is in an exciting period of growth, with major international expansion and further retail growth planned.</p><p>This is a broad role sitting across customer service, order management, stock, logistics and supply chain, working with retail customers, internal teams, warehouses and 3PL partners across international markets.</p><p><strong>Applicants must be immediately available or able to start at short notice and must hav",df887482abe681d3,ref:23643_225594261,False,False
107959726,Manufacturing Cost & Inventory Accountant,Chester,Cheshire,Cheshire - West,Cheshire - West,YES,Accounting,50000.00,50000.00,Annual,50000.0,50000.0,,structured,">£45,000 OUT",TITLE,0,,OUT_SALARY,"annualised salary exceeds £45,000","<b>Manufacturing Cost & Inventory Accountant</b><br> <b>£52,000 Chester Full-time, Permanent Manufacturing</b><br><br>Are you a commercially minded accountant who enjoys getting out of the spreadsheets and into the operation?<br>We are looking for a Manufacturing Cost & Inventory Accountant to join a specialist manufacturing business in Cheshire click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?wTAUM266l6eU%2fT9WHJBF%2btbeIdXvelWph"" width=""0"" height=""0"" />",5a7aeb729f74945b,ref:107959726,False,False
107952405,Inventory & Cost Accountant,Wirral,Merseyside,Merseyside - Wirral,Merseyside - Wirral,YES,Accounting,55000.00,55000.00,Annual,55000.0,55000.0,,structured,">£45,000 OUT",TITLE,1,goods in,OUT_SALARY,"annualised salary exceeds £45,000","<p>Accountable Recruitment are delighted to be partnering with a leading manufacturing company based on the Wirral to recruit an experienced Inventory & Cost Accountant.</p><p>Reporting to the Site Controller, the Inventory & Cost Accountant will have end-to-end responsibility for the accuracy, reconciliation and financial control of raw materials, work-in-process and finished goods inventory click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?UzhMt9n%2bTsTJx4yWs0ua6f5tMFHsjCCjm"" width=""0"" height=""0"" />",9c5760ed9a92d7ec,ref:107952405,False,False
107857821,Customer Services Coordinator Freight Forwarding,Romford,Essex,London,London,YES,Call Centre / CustomerService,30000.00,30000.00,Annual,30000.0,30000.0,,structured,£25k–£30k,TITLE,1,freight forwarding,BORDERLINE,description-led family signal needs advert review,"<p><b> Customer Services Coordinator Freight Forwarding </b></p><p> Salary Circ £28-32K </p><p> 25 days annual leave + Bank Holidays </p><p> Hours: 9-5pm </p><p> Company pension scheme </p><p> Free parking </p><p> <br /> </p><p>Were looking for an experienced <b>Customer Services Coordinator</b> to join the Operations team of a busy freight forwarding company click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?nbYVUHO1tX6hEFWw82L7lQRv7u%2fRdRcmz"" width=""0"" height=""0"" />",ca4b7e59185d590e,ref:107857821,False,False
107823461,Shipping and Customer Service Coordinator,Alva,Clackmannanshire,Other / Unknown,Other / Unknown,NO,Call Centre / CustomerService,35000.00,35000.00,Annual,35000.0,35000.0,,structured,£30k–£40k,TITLE,0,,BORDERLINE,description-led family signal needs advert review,"<p><strong>Shipping and Customer Service Coordinator</strong><br /></p><p><strong>Location: </strong>Site / Home based Hybrid<br /><strong>Contract: </strong>Permanent, Full time<br /><strong>Hours:</strong> Monday to Friday 9.00am 5.00pm (Flexibility as required)</p><p>At Accubio Ltd, we develop and produce innovative diagnostic technologies that make a real difference to global healthcare click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?31Q%2fsvDzOVYdEnMbxT5v9kAIBPTyrYkaj"" width=""0"" height=""0"" />",a13917e1fbe40ba4,ref:107823461,False,False
107837265,Import & Customer Operations manager,Not Specified,Birmingham,West Midlands - Birmingham & Solihull,West Midlands - Birmingham & Solihull,YES,Call Centre / CustomerService,45000.00,45000.00,Annual,45000.0,45000.0,45000.0,structured,"£40k–£45,000",TITLE,0,,BORDERLINE,mixed/ambiguous title requires advert-context review,"<p><b>Import & Customer Operations Manager</b></p><p><b>£38,000 to £45,000 per annum + Benefits</b></p><p><b>Birmingham Based (free city parking)</b></p><p><b>Immediate Opening</b></p><p>We are working with a world leading manufacturer who are seeking to recruit an <b><u>Import & Customer Operations Manager</u></b> to work in their Birmingham city location, handling and overseeing all aspects of Import shipping and the E2E supply chain click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?UzhMt9n%2bTsQaaYlfpyE9KP3VZSd4FsOam"" width=""0"" height=""0"" />",9c3072b63d8960cc,ref:107837265,False,False
23643_225501536,Import & Export Administrator,Bletchley,Buckinghamshire,Buckinghamshire,Buckinghamshire,YES,Administration,30000.00,30000.00,Annual,30000.0,30000.0,30000.0,structured,£25k–£30k,TITLE,1,export documentation,LIKELY_IN,family title is a strong inclusion signal,"<p>Insight Employment are seeking an <strong>Import & Export Administrator</strong> to work for a client of ours based in Milton Keynes.</p> <p><strong>Must have Import/Export documentation experience for this role!</strong></p> <p><strong>Job Purpose/Duties: - </strong></p> <p>To work within a small office environment covering all export invoicing and documentation to allow the goods to be shipped to the required Country.</p> <p>Our client ships to over 27 countries worldwide.</p> <p>To assist with sales, telephone duties, filing and any other duties that is deemed necessary in a small office environment. </p> <p><strong>Skills/Qualifications: -</strong></p> <ul> <li>Full understanding of i",322f72b6f34c1994,ref:23643_225501536,False,False
